lines_modified,complexity,author_type_Bot,author_type_Junior,author_type_Senior,file_type_java,file_type_py,file_type_xml,churn,num_authors,bug_fix_proximity,target
253.0,5.8995589713763605,0.0,1.0,0.0,0.0,1.0,0.0,79,6,116,0
236.0,4.800459670184751,1.0,0.0,0.0,0.0,0.0,1.0,14,1,328,0
345.0,4.205357786650751,0.0,1.0,0.0,1.0,0.0,0.0,61,4,50,0
49.0,7.846682639443095,0.0,0.0,1.0,1.0,0.0,0.0,61,3,18,0
475.0,6.393613569742423,0.0,0.0,1.0,0.0,1.0,0.0,46,10,92,0
59.0,8.05044667519362,0.0,1.0,0.0,0.0,0.0,1.0,61,10,285,0
170.0,9.031510586766265,1.0,0.0,0.0,1.0,0.0,0.0,50,1,1,0
476.0,6.1726371209729205,1.0,0.0,0.0,0.0,1.0,0.0,54,7,63,0
188.0,9.80462725092378,0.0,0.0,1.0,0.0,1.0,0.0,63,6,140,0
464.0,6.080878495418852,1.0,0.0,0.0,1.0,0.0,0.0,2,6,66,0
271.0,6.366443216222826,0.0,1.0,0.0,1.0,0.0,0.0,100,6,312,0
190.0,5.5481560854222565,0.0,1.0,0.0,0.0,1.0,0.0,50,9,305,0
446.0,0.9100209105133028,0.0,0.0,1.0,0.0,0.0,1.0,6,8,8,0
175.0,7.263970326502283,0.0,1.0,0.0,0.0,0.0,1.0,20,4,233,0
446.0,5.474463068991115,0.0,0.0,1.0,0.0,0.0,1.0,72,7,164,0
51.0,4.509104474161044,0.0,1.0,0.0,0.0,1.0,0.0,38,4,34,0
364.0,9.10471278403273,0.0,0.0,1.0,1.0,0.0,0.0,17,3,10,0
55.0,2.979594515419505,1.0,0.0,0.0,0.0,1.0,0.0,3,5,116,0
244.0,5.236022760150112,0.0,1.0,0.0,1.0,0.0,0.0,88,3,119,0
320.0,6.976418714934633,0.0,1.0,0.0,0.0,0.0,1.0,59,8,53,1
131.0,7.964717756738773,0.0,0.0,1.0,0.0,0.0,1.0,13,4,21,0
485.0,4.593468079461724,0.0,0.0,1.0,1.0,0.0,0.0,8,7,306,0
307.0,8.420914150187096,0.0,1.0,0.0,1.0,0.0,0.0,89,9,315,0
135.0,7.689177413153975,0.0,0.0,1.0,0.0,1.0,0.0,52,4,209,0
21.0,0.6623597785186586,0.0,1.0,0.0,0.0,0.0,1.0,1,7,123,0
329.0,0.4586126640463295,1.0,0.0,0.0,0.0,1.0,0.0,83,8,235,0
167.0,6.208056844220913,0.0,0.0,1.0,0.0,1.0,0.0,91,5,255,0
274.0,3.4741340822541424,0.0,1.0,0.0,0.0,1.0,0.0,59,6,220,0
388.0,2.091307910785142,1.0,0.0,0.0,0.0,0.0,1.0,70,4,104,0
89.0,5.796499344717384,1.0,0.0,0.0,0.0,1.0,0.0,43,6,249,0
316.0,3.41563210456545,0.0,1.0,0.0,0.0,1.0,0.0,7,4,40,0
14.0,5.372634167140701,0.0,0.0,1.0,0.0,1.0,0.0,46,9,74,0
242.0,4.60119158983572,0.0,1.0,0.0,0.0,1.0,0.0,34,4,352,0
265.0,5.847661059491537,1.0,0.0,0.0,0.0,1.0,0.0,77,6,249,0
346.0,4.003004889102813,0.0,1.0,0.0,0.0,1.0,0.0,80,2,227,0
53.0,6.976675736969318,0.0,0.0,1.0,0.0,0.0,1.0,35,7,62,1
386.0,1.8006727234929851,1.0,0.0,0.0,0.0,1.0,0.0,49,1,101,0
340.0,6.965014662270789,0.0,1.0,0.0,1.0,0.0,0.0,3,1,25,0
92.0,4.116612143575281,0.0,0.0,1.0,0.0,1.0,0.0,1,8,21,0
367.0,8.743176048544171,1.0,0.0,0.0,0.0,1.0,0.0,5,2,72,0
444.0,5.1523605486421085,0.0,0.0,1.0,0.0,0.0,1.0,53,4,42,0
455.0,9.731103492701044,1.0,0.0,0.0,0.0,0.0,1.0,3,2,132,0
428.0,6.019353955409602,0.0,1.0,0.0,1.0,0.0,0.0,53,6,334,1
264.0,2.238490659063206,0.0,0.0,1.0,1.0,0.0,0.0,92,9,354,0
431.0,8.217906368444492,1.0,0.0,0.0,0.0,0.0,1.0,62,1,255,0
35.0,3.4508262782238672,0.0,0.0,1.0,0.0,0.0,1.0,17,4,121,0
206.0,3.476192144826835,0.0,0.0,1.0,0.0,1.0,0.0,89,7,31,0
81.0,0.3180468148516513,0.0,1.0,0.0,0.0,0.0,1.0,43,10,247,0
420.0,5.487153092074086,0.0,0.0,1.0,1.0,0.0,0.0,33,5,22,0
50.0,5.34423503732523,1.0,0.0,0.0,0.0,1.0,0.0,73,7,141,0
360.0,3.559914842719861,1.0,0.0,0.0,1.0,0.0,0.0,61,8,222,0
388.0,8.942172628959257,1.0,0.0,0.0,0.0,1.0,0.0,99,10,178,0
2.0,1.287483982996439,1.0,0.0,0.0,0.0,0.0,1.0,13,5,197,0
390.0,3.300995133101554,0.0,1.0,0.0,1.0,0.0,0.0,94,6,272,0
54.0,3.2158276468002898,0.0,0.0,1.0,0.0,1.0,0.0,47,9,4,0
106.0,0.9229058622874609,0.0,1.0,0.0,0.0,1.0,0.0,14,5,267,0
260.0,4.811453940562932,0.0,0.0,1.0,0.0,0.0,1.0,71,8,296,0
310.0,6.87784717096083,0.0,1.0,0.0,0.0,0.0,1.0,77,5,347,0
477.0,5.116570135472612,0.0,0.0,1.0,0.0,0.0,1.0,86,3,40,0
191.0,1.5697768271619372,0.0,1.0,0.0,1.0,0.0,0.0,61,10,164,0
402.0,3.772859652420726,0.0,1.0,0.0,0.0,1.0,0.0,39,7,194,0
218.0,0.0259502438364656,0.0,1.0,0.0,0.0,0.0,1.0,84,8,210,0
44.0,8.683011070355867,1.0,0.0,0.0,1.0,0.0,0.0,79,9,353,0
162.0,0.8451700768068193,1.0,0.0,0.0,1.0,0.0,0.0,81,9,234,0
202.0,5.972780822554306,0.0,0.0,1.0,1.0,0.0,0.0,52,2,158,0
446.0,9.862569958668152,0.0,1.0,0.0,0.0,0.0,1.0,23,9,188,0
484.0,5.365906459873325,1.0,0.0,0.0,0.0,0.0,1.0,25,10,334,0
249.3690851735016,9.240417591074332,0.0,1.0,0.0,0.0,1.0,0.0,88,6,121,1
351.0,2.3611653311740435,0.0,1.0,0.0,0.0,1.0,0.0,59,6,99,0
304.0,7.599554089375856,0.0,0.0,1.0,0.0,0.0,1.0,40,9,147,0
271.0,5.312657539735341,0.0,1.0,0.0,1.0,0.0,0.0,28,7,75,0
456.0,7.205160613914648,0.0,0.0,1.0,1.0,0.0,0.0,14,9,332,0
462.0,0.6234136251124145,0.0,0.0,1.0,1.0,0.0,0.0,44,4,167,0
215.0,1.477390919062267,1.0,0.0,0.0,0.0,1.0,0.0,64,5,177,0
252.0,1.3311692858747826,1.0,0.0,0.0,1.0,0.0,0.0,88,3,346,0
190.0,6.871655054033311,0.0,1.0,0.0,0.0,1.0,0.0,70,4,126,0
296.0,8.444406726336288,1.0,0.0,0.0,0.0,1.0,0.0,8,2,29,0
213.0,7.496162320085874,0.0,1.0,0.0,1.0,0.0,0.0,87,5,180,0
208.0,0.3047215273359416,0.0,1.0,0.0,1.0,0.0,0.0,0,3,198,0
237.0,8.672149810747232,0.0,1.0,0.0,0.0,0.0,1.0,7,3,184,0
338.0,3.5414667079312547,1.0,0.0,0.0,0.0,0.0,1.0,87,2,312,0
367.0,3.971638325040825,0.0,0.0,1.0,1.0,0.0,0.0,62,5,0,0
53.0,1.048691665324809,0.0,1.0,0.0,0.0,1.0,0.0,10,6,229,0
280.0,7.374052060938191,0.0,0.0,1.0,0.0,1.0,0.0,80,6,327,0
410.0,1.8228387847595808,0.0,0.0,1.0,0.0,1.0,0.0,7,1,271,1
217.0,5.639650920188364,1.0,0.0,0.0,0.0,1.0,0.0,34,4,315,0
252.0,8.407099858779311,0.0,0.0,1.0,0.0,1.0,0.0,34,5,297,1
188.0,0.8920432871205619,0.0,0.0,1.0,0.0,0.0,1.0,32,8,177,0
380.0,5.353355640155235,1.0,0.0,0.0,1.0,0.0,0.0,4,2,305,0
249.3690851735016,2.332164115498012,0.0,1.0,0.0,0.0,0.0,1.0,40,3,311,0
41.0,3.4292686427826027,0.0,0.0,1.0,0.0,1.0,0.0,27,8,112,0
157.0,4.739699414305561,1.0,0.0,0.0,0.0,1.0,0.0,6,10,198,0
15.0,3.551043032793048,0.0,0.0,1.0,0.0,1.0,0.0,72,4,89,0
301.0,6.48822840291576,0.0,0.0,1.0,0.0,1.0,0.0,71,2,214,0
65.0,4.795821017542502,0.0,1.0,0.0,1.0,0.0,0.0,11,2,138,0
345.0,5.8419948471416925,0.0,0.0,1.0,0.0,1.0,0.0,33,4,180,0
327.0,7.368224753949129,1.0,0.0,0.0,1.0,0.0,0.0,32,7,80,0
9.0,5.577422659504374,0.0,0.0,1.0,0.0,1.0,0.0,47,6,53,1
344.0,5.865354346607591,0.0,1.0,0.0,1.0,0.0,0.0,22,10,100,0
129.0,5.6445854252264125,0.0,1.0,0.0,0.0,0.0,1.0,61,9,226,1
249.3690851735016,3.7877262595128935,1.0,0.0,0.0,0.0,1.0,0.0,87,1,260,0
136.0,3.374468338719181,0.0,1.0,0.0,1.0,0.0,0.0,36,6,89,0
472.0,8.996473971450122,0.0,0.0,1.0,0.0,0.0,1.0,98,1,215,0
63.0,6.075552222935729,0.0,1.0,0.0,0.0,1.0,0.0,43,9,127,0
139.0,2.4435315546465453,1.0,0.0,0.0,0.0,1.0,0.0,85,7,138,0
499.0,4.982476978489402,0.0,1.0,0.0,0.0,1.0,0.0,90,8,199,0
81.0,3.30348481280914,0.0,1.0,0.0,1.0,0.0,0.0,34,9,99,0
392.0,9.336918237598743,0.0,1.0,0.0,1.0,0.0,0.0,64,9,118,0
163.0,0.0753436313407474,1.0,0.0,0.0,0.0,0.0,1.0,98,8,248,1
419.0,2.2533279771252825,0.0,1.0,0.0,1.0,0.0,0.0,100,2,128,0
289.0,3.6535681967405766,0.0,1.0,0.0,1.0,0.0,0.0,46,10,150,0
379.0,4.878098008087379,0.0,0.0,1.0,0.0,1.0,0.0,77,10,26,0
261.0,8.508175178361462,1.0,0.0,0.0,0.0,1.0,0.0,2,5,170,0
490.0,0.8788762454014387,0.0,1.0,0.0,0.0,1.0,0.0,0,10,70,0
231.0,8.058648867411435,0.0,1.0,0.0,0.0,1.0,0.0,4,2,255,0
41.0,0.5565348935697534,0.0,1.0,0.0,0.0,1.0,0.0,89,7,31,0
28.0,8.423140352981816,0.0,1.0,0.0,0.0,1.0,0.0,13,4,31,0
135.0,0.5163547787451284,0.0,1.0,0.0,0.0,1.0,0.0,26,1,200,0
201.0,0.1824248142836104,0.0,0.0,1.0,0.0,0.0,1.0,8,2,10,0
328.0,6.969614623664215,0.0,0.0,1.0,0.0,0.0,1.0,78,10,209,0
268.0,9.972555347683944,0.0,0.0,1.0,0.0,0.0,1.0,14,8,364,1
418.0,8.966102629740208,1.0,0.0,0.0,0.0,0.0,1.0,89,9,130,0
33.0,5.7599841780566,1.0,0.0,0.0,0.0,1.0,0.0,41,4,357,0
249.3690851735016,9.173956130855316,0.0,0.0,1.0,0.0,0.0,1.0,76,3,27,0
407.0,0.0530000639760541,1.0,0.0,0.0,0.0,1.0,0.0,50,1,148,0
62.0,9.750671629451425,0.0,1.0,0.0,0.0,0.0,1.0,62,4,104,0
216.0,4.907487792587845,0.0,1.0,0.0,1.0,0.0,0.0,95,3,337,0
293.0,7.228960966217757,0.0,1.0,0.0,0.0,0.0,1.0,51,1,362,1
99.0,8.208614731533526,0.0,0.0,1.0,0.0,0.0,1.0,95,3,340,0
172.0,7.184572708365536,1.0,0.0,0.0,0.0,1.0,0.0,3,7,123,1
360.0,5.350367320449106,0.0,0.0,1.0,0.0,0.0,1.0,93,8,129,1
214.0,4.76619484126412,1.0,0.0,0.0,1.0,0.0,0.0,100,5,306,0
475.0,8.385825587026247,0.0,1.0,0.0,0.0,1.0,0.0,22,10,262,0
35.0,2.050775601494591,0.0,0.0,1.0,0.0,1.0,0.0,14,5,324,1
449.0,9.679940665042343,1.0,0.0,0.0,0.0,0.0,1.0,42,7,37,0
249.3690851735016,7.109524788367483,1.0,0.0,0.0,0.0,1.0,0.0,28,1,178,0
101.0,1.9950692733831976,0.0,1.0,0.0,0.0,1.0,0.0,35,5,26,1
249.3690851735016,7.362471836984882,0.0,0.0,1.0,0.0,1.0,0.0,12,7,1,0
462.0,5.298400231811167,0.0,0.0,1.0,0.0,1.0,0.0,31,1,60,0
131.0,7.072300956444445,0.0,0.0,1.0,0.0,1.0,0.0,70,5,338,0
257.0,7.677795014428388,0.0,1.0,0.0,0.0,1.0,0.0,58,7,271,0
5.0,0.8729017958967544,0.0,0.0,1.0,1.0,0.0,0.0,85,4,17,0
218.0,5.06103956359347,0.0,1.0,0.0,0.0,0.0,1.0,27,7,242,0
255.0,9.32014342256934,0.0,1.0,0.0,1.0,0.0,0.0,65,8,56,0
398.0,3.206421921595143,0.0,1.0,0.0,0.0,1.0,0.0,41,9,239,0
359.0,5.938830975578988,1.0,0.0,0.0,0.0,1.0,0.0,44,2,63,0
283.0,3.692304815098961,0.0,0.0,1.0,0.0,0.0,1.0,61,5,154,0
393.0,4.5426797221909965,0.0,0.0,1.0,1.0,0.0,0.0,56,6,103,0
207.0,5.486031179381532,0.0,1.0,0.0,0.0,0.0,1.0,5,2,315,0
15.0,5.489219798889772,0.0,1.0,0.0,1.0,0.0,0.0,27,9,13,0
346.0,2.0173046233023584,0.0,0.0,1.0,0.0,1.0,0.0,27,1,60,0
249.3690851735016,6.845715478798333,0.0,1.0,0.0,0.0,0.0,1.0,43,3,365,0
380.0,0.8786811124265681,0.0,0.0,1.0,0.0,0.0,1.0,83,3,59,1
461.0,1.3882477344202038,1.0,0.0,0.0,0.0,1.0,0.0,29,8,59,0
249.3690851735016,0.0271089941432967,0.0,1.0,0.0,0.0,0.0,1.0,61,7,160,0
63.0,1.1669606414168132,0.0,0.0,1.0,1.0,0.0,0.0,74,6,285,0
352.0,4.731662010518923,0.0,1.0,0.0,1.0,0.0,0.0,91,1,275,0
231.0,6.061018810558386,0.0,1.0,0.0,1.0,0.0,0.0,88,10,311,0
249.3690851735016,7.942894499664624,0.0,0.0,1.0,1.0,0.0,0.0,61,5,58,0
52.0,1.0669925011343606,0.0,1.0,0.0,0.0,1.0,0.0,96,1,191,0
96.0,8.507274600164546,1.0,0.0,0.0,0.0,0.0,1.0,0,9,22,0
249.3690851735016,7.459745255487181,0.0,0.0,1.0,1.0,0.0,0.0,26,9,354,0
222.0,4.085182929359169,0.0,0.0,1.0,0.0,1.0,0.0,61,2,361,0
485.0,9.329380670999546,0.0,0.0,1.0,0.0,0.0,1.0,76,9,309,0
407.0,9.909294764573906,1.0,0.0,0.0,0.0,0.0,1.0,2,2,185,0
249.3690851735016,2.0500181005323723,1.0,0.0,0.0,0.0,1.0,0.0,69,7,11,0
237.0,3.792285849638004,0.0,1.0,0.0,0.0,1.0,0.0,71,1,288,0
143.0,9.26449423589711,1.0,0.0,0.0,1.0,0.0,0.0,26,3,92,0
171.0,7.215965507512772,0.0,1.0,0.0,0.0,0.0,1.0,8,2,259,0
29.0,0.4809464396408769,0.0,1.0,0.0,0.0,0.0,1.0,61,6,39,0
36.0,7.815144817514149,1.0,0.0,0.0,0.0,1.0,0.0,36,10,328,0
13.0,8.279408871774919,0.0,1.0,0.0,0.0,0.0,1.0,96,10,261,0
160.0,7.505019247653135,1.0,0.0,0.0,1.0,0.0,0.0,50,10,48,0
327.0,7.995371309195156,0.0,1.0,0.0,0.0,0.0,1.0,43,1,23,0
187.0,8.251326766927972,1.0,0.0,0.0,0.0,1.0,0.0,23,6,304,1
243.0,1.864049867881441,1.0,0.0,0.0,0.0,1.0,0.0,78,10,95,0
86.0,2.3569174606499974,0.0,1.0,0.0,1.0,0.0,0.0,58,6,261,0
284.0,6.337585637201773,0.0,0.0,1.0,1.0,0.0,0.0,31,9,329,0
66.0,9.07866130462516,0.0,1.0,0.0,0.0,0.0,1.0,95,4,225,0
170.0,3.1619658229649463,1.0,0.0,0.0,0.0,0.0,1.0,87,3,335,0
45.0,5.883066757950567,0.0,0.0,1.0,0.0,1.0,0.0,51,1,245,0
62.0,6.829820634171324,0.0,1.0,0.0,1.0,0.0,0.0,61,6,27,0
441.0,4.519486012990392,0.0,1.0,0.0,1.0,0.0,0.0,57,6,315,1
134.0,7.13782454855326,0.0,1.0,0.0,1.0,0.0,0.0,51,1,293,0
284.0,8.99667445292173,0.0,0.0,1.0,0.0,0.0,1.0,11,2,320,1
28.0,6.2410154418183765,1.0,0.0,0.0,1.0,0.0,0.0,38,4,364,0
108.0,5.39781061914633,0.0,1.0,0.0,0.0,1.0,0.0,1,6,136,0
44.0,4.38744675388339,0.0,1.0,0.0,0.0,1.0,0.0,2,6,192,0
340.0,5.7748627090612565,0.0,1.0,0.0,0.0,0.0,1.0,100,3,194,0
286.0,3.553624518183959,0.0,1.0,0.0,0.0,0.0,1.0,55,1,303,0
446.0,3.914821102015019,0.0,1.0,0.0,1.0,0.0,0.0,80,10,106,0
331.0,5.31857479688174,1.0,0.0,0.0,0.0,0.0,1.0,58,8,312,0
128.0,0.6661911239081697,1.0,0.0,0.0,0.0,1.0,0.0,1,10,155,0
348.0,2.2902539092479635,0.0,1.0,0.0,1.0,0.0,0.0,1,9,358,0
249.3690851735016,5.4284931061340895,0.0,0.0,1.0,0.0,1.0,0.0,91,2,89,0
231.0,4.315281431364426,1.0,0.0,0.0,1.0,0.0,0.0,53,9,301,0
190.0,3.328157859124843,0.0,0.0,1.0,0.0,0.0,1.0,86,6,338,0
225.0,7.305491368093015,1.0,0.0,0.0,1.0,0.0,0.0,100,2,293,0
385.0,6.937176074033385,0.0,1.0,0.0,1.0,0.0,0.0,95,5,24,0
377.0,1.6673075999338316,1.0,0.0,0.0,0.0,1.0,0.0,96,2,47,0
283.0,8.786291153734382,0.0,1.0,0.0,0.0,1.0,0.0,0,2,42,0
249.3690851735016,4.954236264039657,1.0,0.0,0.0,1.0,0.0,0.0,18,9,89,1
121.0,7.414609111390455,0.0,1.0,0.0,0.0,0.0,1.0,1,1,108,0
116.0,5.731508492573887,0.0,1.0,0.0,0.0,0.0,1.0,52,2,150,0
461.0,9.976926159238433,0.0,1.0,0.0,0.0,1.0,0.0,43,2,298,0
233.0,7.524031200388227,0.0,1.0,0.0,0.0,0.0,1.0,89,4,51,0
259.0,7.069804612434591,0.0,0.0,1.0,0.0,1.0,0.0,31,9,354,0
359.0,7.785719390507511,0.0,1.0,0.0,0.0,0.0,1.0,69,5,143,0
198.0,1.4312798554846962,0.0,0.0,1.0,1.0,0.0,0.0,31,4,0,0
456.0,2.0454459316946325,0.0,0.0,1.0,0.0,1.0,0.0,67,9,19,0
411.0,7.140640822236142,0.0,1.0,0.0,0.0,1.0,0.0,54,8,132,1
137.0,4.939814871308626,0.0,0.0,1.0,1.0,0.0,0.0,74,3,200,0
318.0,7.546352918601165,1.0,0.0,0.0,0.0,1.0,0.0,55,3,8,0
165.0,1.0291603074414502,0.0,1.0,0.0,0.0,0.0,1.0,16,8,307,0
225.0,5.364813514845947,0.0,0.0,1.0,0.0,0.0,1.0,37,2,362,0
307.0,3.788215655569157,0.0,1.0,0.0,0.0,1.0,0.0,23,6,158,1
234.0,4.570002192816784,0.0,1.0,0.0,0.0,0.0,1.0,68,1,251,0
172.0,6.039578720725125,0.0,1.0,0.0,0.0,1.0,0.0,97,5,278,0
152.0,5.022883474625301,0.0,0.0,1.0,1.0,0.0,0.0,69,3,321,0
463.0,5.398606371128367,1.0,0.0,0.0,0.0,1.0,0.0,85,7,292,0
315.0,4.863574819956078,1.0,0.0,0.0,1.0,0.0,0.0,10,4,2,0
374.0,4.089551770854932,0.0,0.0,1.0,0.0,0.0,1.0,15,6,147,0
160.0,7.71881980598245,0.0,1.0,0.0,1.0,0.0,0.0,96,8,318,0
96.0,0.1220307231804451,0.0,0.0,1.0,0.0,0.0,1.0,72,9,349,0
472.0,5.984427012052271,0.0,0.0,1.0,0.0,1.0,0.0,58,10,193,0
233.0,5.655083473229738,0.0,0.0,1.0,0.0,0.0,1.0,69,9,163,0
180.0,7.161790747329522,0.0,1.0,0.0,0.0,1.0,0.0,79,10,168,0
113.0,5.990293647773265,0.0,0.0,1.0,0.0,1.0,0.0,92,3,223,0
318.0,8.267988278090783,0.0,1.0,0.0,1.0,0.0,0.0,2,9,199,0
497.0,9.590747945640278,0.0,0.0,1.0,1.0,0.0,0.0,19,9,126,0
442.0,3.425242571785434,1.0,0.0,0.0,1.0,0.0,0.0,58,5,54,0
52.0,2.2735098302998704,0.0,0.0,1.0,1.0,0.0,0.0,35,10,25,1
268.0,4.235968624204829,0.0,0.0,1.0,0.0,0.0,1.0,18,8,278,0
295.0,2.879296164757261,1.0,0.0,0.0,0.0,0.0,1.0,89,5,304,0
386.0,6.149502631526545,0.0,1.0,0.0,0.0,0.0,1.0,66,3,97,0
387.0,9.118524088429648,0.0,1.0,0.0,0.0,1.0,0.0,18,9,77,0
113.0,1.3911619414306189,0.0,0.0,1.0,0.0,0.0,1.0,19,9,29,0
101.0,1.007946030158865,1.0,0.0,0.0,0.0,0.0,1.0,95,8,167,0
113.0,2.560155318536622,0.0,1.0,0.0,0.0,0.0,1.0,70,9,26,0
440.0,7.260955860624008,0.0,0.0,1.0,1.0,0.0,0.0,51,10,251,1
81.0,5.929629052588216,1.0,0.0,0.0,0.0,0.0,1.0,32,1,331,0
187.0,1.022126642251996,0.0,1.0,0.0,0.0,1.0,0.0,39,8,323,0
113.0,9.187505222607465,0.0,1.0,0.0,1.0,0.0,0.0,38,8,178,0
2.0,7.900846371240867,1.0,0.0,0.0,0.0,1.0,0.0,81,6,142,0
130.0,0.2302260478763751,1.0,0.0,0.0,0.0,0.0,1.0,0,7,337,0
220.0,6.513672109882461,1.0,0.0,0.0,1.0,0.0,0.0,10,10,160,0
54.0,7.71246668519738,1.0,0.0,0.0,0.0,1.0,0.0,91,6,1,0
343.0,3.74435369720422,0.0,0.0,1.0,0.0,0.0,1.0,56,8,95,0
249.3690851735016,0.6892153936721879,1.0,0.0,0.0,0.0,1.0,0.0,88,7,154,0
224.0,0.7732106548878726,0.0,1.0,0.0,0.0,1.0,0.0,49,2,205,0
225.0,1.042469660518095,0.0,1.0,0.0,0.0,1.0,0.0,22,1,200,0
249.3690851735016,8.40439631980423,0.0,0.0,1.0,0.0,0.0,1.0,30,7,94,0
403.0,9.106861982557133,0.0,1.0,0.0,0.0,0.0,1.0,93,2,277,0
126.0,1.228107818457338,0.0,1.0,0.0,0.0,1.0,0.0,41,1,268,0
130.0,2.359060345950812,1.0,0.0,0.0,1.0,0.0,0.0,98,7,177,0
53.0,1.6552051036728976,0.0,1.0,0.0,1.0,0.0,0.0,6,9,84,0
172.0,1.8632087949412068,0.0,0.0,1.0,0.0,0.0,1.0,15,6,183,0
218.0,8.374907890024922,1.0,0.0,0.0,0.0,0.0,1.0,89,1,317,0
160.0,3.3214641265493894,1.0,0.0,0.0,0.0,0.0,1.0,59,5,183,0
198.0,3.114442640456412,0.0,0.0,1.0,0.0,0.0,1.0,1,2,362,0
416.0,2.2739562087711263,1.0,0.0,0.0,0.0,0.0,1.0,0,9,155,0
247.0,6.0789439379425865,1.0,0.0,0.0,1.0,0.0,0.0,47,3,300,0
324.0,3.7930569838554886,0.0,0.0,1.0,0.0,0.0,1.0,11,6,70,0
439.0,7.442496518432888,1.0,0.0,0.0,0.0,1.0,0.0,68,10,163,0
203.0,2.055798083756375,0.0,0.0,1.0,0.0,1.0,0.0,36,7,356,0
184.0,7.877898887144924,0.0,0.0,1.0,1.0,0.0,0.0,31,2,178,1
123.0,6.03721531730139,0.0,1.0,0.0,0.0,1.0,0.0,8,7,23,0
401.0,1.1426730005568777,0.0,1.0,0.0,1.0,0.0,0.0,98,7,362,0
255.0,4.145045842036277,1.0,0.0,0.0,1.0,0.0,0.0,18,1,20,0
294.0,8.63518140612957,1.0,0.0,0.0,0.0,1.0,0.0,47,7,6,1
280.0,9.229602317984847,0.0,0.0,1.0,0.0,0.0,1.0,79,8,255,0
325.0,4.657001223188132,1.0,0.0,0.0,0.0,1.0,0.0,2,7,249,0
372.0,4.808369780890736,0.0,0.0,1.0,0.0,1.0,0.0,19,9,119,0
98.0,9.184547249393011,0.0,0.0,1.0,1.0,0.0,0.0,23,10,28,0
198.0,5.870682241365673,1.0,0.0,0.0,0.0,1.0,0.0,53,10,291,0
470.0,0.3284667024343835,0.0,0.0,1.0,1.0,0.0,0.0,32,2,259,0
